,1000,1125,1250,1375,1500,1625,1750,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3375,3500
0.5,0.003938,0.001815,0.0008905,0.0004451,0.0002364,0.0001274,7.076e-05,4.011e-05,2.303e-05,1.375e-05,8.07e-06,4.955e-06,3.006e-06,1.85e-06,1.143e-06,7.181e-07,4.513e-07,2.835e-07,1.811e-07,1.16e-07,7.436e-08
0.5625,0.00499,0.002301,0.001111,0.0005648,0.0002973,0.000163,8.929e-05,5.103e-05,2.913e-05,1.721e-05,1.028e-05,6.262e-06,3.775e-06,2.338e-06,1.459e-06,9.135e-07,5.733e-07,3.59e-07,2.267e-07,1.473e-07,9.397e-08
0.625,0.006167,0.002852,0.00138,0.0007012,0.0003665,0.0002006,0.00011,6.281e-05,3.645e-05,2.135e-05,1.273e-05,7.75e-06,4.655e-06,2.887e-06,1.805e-06,1.131e-06,7.071e-07,4.399e-07,2.802e-07,1.808e-07,1.157e-07
0.6875,0.007493,0.003427,0.00167,0.0008478,0.0004428,0.0002413,0.0001348,7.619e-05,4.402e-05,2.592e-05,1.538e-05,9.292e-06,5.702e-06,3.513e-06,2.186e-06,1.37e-06,8.518e-07,5.432e-07,3.47e-07,2.2e-07,1.406e-07
0.75,0.008894,0.004123,0.001982,0.0009993,0.0005287,0.0002854,0.0001602,9e-05,5.194e-05,3.075e-05,1.821e-05,1.106e-05,6.771e-06,4.169e-06,2.581e-06,1.61e-06,1.002e-06,6.438e-07,4.093e-07,2.622e-07,1.657e-07
0.8125,0.01045,0.004812,0.002329,0.00118,0.0006223,0.0003362,0.0001849,0.0001062,6.121e-05,3.621e-05,2.166e-05,1.299e-05,7.882e-06,4.912e-06,3.041e-06,1.899e-06,1.195e-06,7.557e-07,4.803e-07,3.032e-07,1.97e-07
0.875,0.01214,0.005548,0.002709,0.001384,0.0007133,0.0003906,0.0002147,0.000123,7.077e-05,4.192e-05,2.501e-05,1.506e-05,9.243e-06,5.72e-06,3.502e-06,2.209e-06,1.374e-06,8.807e-07,5.579e-07,3.565e-07,2.263e-07
0.9375,0.014,0.006391,0.003089,0.001569,0.0008248,0.0004446,0.0002527,0.0001409,8.247e-05,4.845e-05,2.857e-05,1.737e-05,1.048e-05,6.497e-06,4.083e-06,2.53e-06,1.593e-06,1.003e-06,6.35e-07,4.032e-07,2.594e-07
1.0,0.01585,0.007334,0.003544,0.001767,0.0009313,0.0005106,0.0002849,0.0001597,9.235e-05,5.527e-05,3.286e-05,1.942e-05,1.19e-05,7.427e-06,4.627e-06,2.878e-06,1.806e-06,1.141e-06,7.249e-07,4.649e-07,2.942e-07
1.0625,0.01793,0.00816,0.003965,0.00202,0.001061,0.0005765,0.0003191,0.0001817,0.0001046,6.19e-05,3.656e-05,2.216e-05,1.354e-05,8.397e-06,5.232e-06,3.218e-06,2.017e-06,1.288e-06,8.216e-07,5.231e-07,3.358e-07
1.125,0.0198,0.009176,0.004447,0.002271,0.001192,0.0006456,0.0003594,0.0002037,0.0001174,6.905e-05,4.111e-05,2.497e-05,1.522e-05,9.297e-06,5.847e-06,3.622e-06,2.28e-06,1.445e-06,9.177e-07,5.89e-07,3.787e-07
1.1875,0.02233,0.01022,0.005001,0.002529,0.001324,0.0007168,0.0003997,0.0002272,0.0001306,7.707e-05,4.621e-05,2.785e-05,1.686e-05,1.043e-05,6.49e-06,4.096e-06,2.575e-06,1.626e-06,1.03e-06,6.532e-07,4.234e-07
1.25,0.02474,0.01137,0.005518,0.002793,0.001469,0.0007994,0.0004388,0.0002518,0.0001455,8.462e-05,5.092e-05,3.07e-05,1.874e-05,1.162e-05,7.143e-06,4.53e-06,2.827e-06,1.791e-06,1.129e-06,7.24e-07,4.646e-07
1.3125,0.02737,0.01241,0.006029,0.003074,0.001628,0.0008728,0.0004866,0.0002781,0.0001605,9.411e-05,5.602e-05,3.419e-05,2.055e-05,1.28e-05,7.779e-06,4.881e-06,3.145e-06,1.977e-06,1.251e-06,8.015e-07,5.089e-07
1.375,0.02975,0.01374,0.006598,0.003351,0.001777,0.0009726,0.0005337,0.0003048,0.0001752,0.000103,6.178e-05,3.758e-05,2.267e-05,1.396e-05,8.629e-06,5.41e-06,3.38e-06,2.179e-06,1.375e-06,8.748e-07,5.644e-07
1.4375,0.03276,0.01502,0.007293,0.00367,0.001934,0.00106,0.0005859,0.0003332,0.000192,0.0001128,6.726e-05,4.084e-05,2.477e-05,1.522e-05,9.516e-06,5.952e-06,3.715e-06,2.351e-06,1.496e-06,9.639e-07,6.162e-07
1.5,0.03572,0.01628,0.007941,0.004022,0.002126,0.001134,0.0006318,0.0003638,0.0002112,0.000124,7.349e-05,4.451e-05,2.683e-05,1.671e-05,1.034e-05,6.44e-06,4.074e-06,2.587e-06,1.631e-06,1.049e-06,6.688e-07
1.5625,0.03889,0.01769,0.008562,0.004374,0.002317,0.001236,0.0006945,0.0003921,0.0002283,0.0001341,7.949e-05,4.806e-05,2.92e-05,1.794e-05,1.119e-05,6.996e-06,4.388e-06,2.79e-06,1.791e-06,1.128e-06,7.221e-07
1.625,0.04207,0.01917,0.009255,0.004691,0.00249,0.001344,0.000756,0.0004216,0.0002465,0.0001435,8.657e-05,5.17e-05,3.211e-05,1.952e-05,1.212e-05,7.6e-06,4.754e-06,3.013e-06,1.915e-06,1.233e-06,7.796e-07
1.6875,0.04498,0.02059,0.01002,0.00509,0.002663,0.001457,0.0008045,0.0004562,0.0002656,0.0001543,9.175e-05,5.632e-05,3.437e-05,2.104e-05,1.307e-05,8.153e-06,5.138e-06,3.24e-06,2.072e-06,1.327e-06,8.444e-07
1.75,0.04871,0.02217,0.01085,0.005442,0.002874,0.001559,0.0008702,0.0004871,0.0002871,0.000168,0.0001003,6.044e-05,3.683e-05,2.27e-05,1.411e-05,8.793e-06,5.495e-06,3.516e-06,2.226e-06,1.407e-06,9.091e-07
1.8125,0.0519,0.02392,0.01156,0.005879,0.00306,0.001681,0.0009302,0.0005312,0.0003047,0.0001797,0.0001072,6.439e-05,3.932e-05,2.397e-05,1.501e-05,9.511e-06,5.956e-06,3.736e-06,2.384e-06,1.513e-06,9.794e-07
1.875,0.05645,0.02555,0.01232,0.006216,0.003273,0.001797,0.001001,0.0005537,0.0003263,0.0001929,0.0001144,6.935e-05,4.232e-05,2.557e-05,1.613e-05,1.01e-05,6.298e-06,4.032e-06,2.576e-06,1.641e-06,1.044e-06
1.9375,0.0597,0.0274,0.01309,0.006733,0.003556,0.001926,0.001059,0.0006018,0.0003474,0.0002061,0.0001226,7.41e-05,4.543e-05,2.775e-05,1.712e-05,1.084e-05,6.765e-06,4.282e-06,2.741e-06,1.742e-06,1.112e-06
2.0,0.06326,0.02914,0.0142,0.007153,0.00376,0.002033,0.001131,0.0006423,0.0003719,0.0002188,0.0001309,7.806e-05,4.829e-05,2.97e-05,1.845e-05,1.158e-05,7.25e-06,4.579e-06,2.896e-06,1.875e-06,1.187e-06
2.0625,0.06797,0.03083,0.015,0.007613,0.004018,0.002138,0.001221,0.0006807,0.0003967,0.0002347,0.0001393,8.338e-05,5.109e-05,3.133e-05,1.953e-05,1.219e-05,7.711e-06,4.864e-06,3.084e-06,1.988e-06,1.269e-06
2.125,0.07146,0.03254,0.01579,0.008105,0.00427,0.002287,0.00128,0.0007265,0.0004202,0.0002464,0.0001465,8.783e-05,5.419e-05,3.342e-05,2.091e-05,1.309e-05,8.123e-06,5.143e-06,3.28e-06,2.069e-06,1.342e-06
2.1875,0.07553,0.03473,0.0169,0.008604,0.004562,0.002446,0.001356,0.0007658,0.0004442,0.0002636,0.0001566,9.45e-05,5.726e-05,3.539e-05,2.211e-05,1.373e-05,8.661e-06,5.474e-06,3.487e-06,2.216e-06,1.411e-06
2.25,0.07926,0.037,0.01786,0.008973,0.00477,0.002547,0.001429,0.0008184,0.0004709,0.0002755,0.0001659,9.995e-05,6.069e-05,3.743e-05,2.32e-05,1.449e-05,9.11e-06,5.775e-06,3.685e-06,2.354e-06,1.51e-06
2.3125,0.0844,0.03882,0.01893,0.009645,0.005029,0.002747,0.001524,0.0008587,0.0005003,0.0002913,0.0001731,0.0001059,6.401e-05,3.965e-05,2.47e-05,1.544e-05,9.581e-06,6.121e-06,3.879e-06,2.467e-06,1.585e-06
2.375,0.08861,0.04133,0.0198,0.01005,0.005314,0.002872,0.001604,0.0008987,0.0005226,0.000308,0.0001825,0.0001119,6.785e-05,4.227e-05,2.576e-05,1.609e-05,1.022e-05,6.467e-06,4.085e-06,2.631e-06,1.679e-06
2.4375,0.09344,0.04329,0.02096,0.01065,0.005543,0.003027,0.001678,0.0009514,0.0005522,0.0003241,0.0001922,0.0001178,7.153e-05,4.454e-05,2.746e-05,1.708e-05,1.08e-05,6.783e-06,4.297e-06,2.753e-06,1.761e-06
2.5,0.09935,0.04531,0.02216,0.01105,0.005904,0.003178,0.001756,0.001004,0.0005692,0.0003406,0.0002018,0.0001236,7.501e-05,4.593e-05,2.872e-05,1.799e-05,1.124e-05,7.155e-06,4.533e-06,2.9e-06,1.844e-06
2.5625,0.1035,0.04779,0.02296,0.01171,0.006148,0.003347,0.001862,0.001058,0.0006069,0.0003583,0.000216,0.0001296,7.892e-05,4.865e-05,3.049e-05,1.89e-05,1.19e-05,7.453e-06,4.777e-06,3.047e-06,1.936e-06
2.625,0.1081,0.04997,0.02443,0.01232,0.006434,0.00355,0.001925,0.001116,0.0006389,0.0003758,0.0002243,0.0001363,8.288e-05,5.095e-05,3.161e-05,1.985e-05,1.249e-05,7.865e-06,5.021e-06,3.182e-06,2.047e-06
2.6875,0.1137,0.05238,0.02526,0.01285,0.006751,0.003718,0.002036,0.001155,0.0006688,0.0003949,0.0002368,0.0001417,8.699e-05,5.325e-05,3.325e-05,2.085e-05,1.304e-05,8.304e-06,5.231e-06,3.35e-06,2.152e-06
2.75,0.1192,0.05531,0.02678,0.0134,0.007021,0.003846,0.00216,0.00121,0.0007063,0.0004119,0.0002457,0.0001494,9.137e-05,5.621e-05,3.48e-05,2.158e-05,1.358e-05,8.653e-06,5.507e-06,3.481e-06,2.262e-06
2.8125,0.1249,0.05761,0.02823,0.01404,0.007473,0.00407,0.002208,0.001275,0.0007426,0.000432,0.0002589,0.0001564,9.585e-05,5.831e-05,3.649e-05,2.272e-05,1.439e-05,8.943e-06,5.795e-06,3.683e-06,2.345e-06
2.875,0.1307,0.05998,0.02896,0.01474,0.007766,0.004231,0.002322,0.001329,0.000768,0.0004515,0.0002711,0.0001642,9.925e-05,6.15e-05,3.78e-05,2.366e-05,1.503e-05,9.373e-06,5.963e-06,3.84e-06,2.47e-06
2.9375,0.1375,0.06268,0.03078,0.01535,0.008054,0.004391,0.00244,0.001389,0.0008103,0.0004689,0.0002837,0.0001703,0.0001041,6.384e-05,3.97e-05,2.497e-05,1.568e-05,9.899e-06,6.259e-06,3.98e-06,2.557e-06
3.0,0.142,0.06523,0.03186,0.01611,0.008494,0.004592,0.002552,0.001439,0.0008464,0.0004871,0.000295,0.0001771,0.0001093,6.633e-05,4.12e-05,2.573e-05,1.631e-05,1.024e-05,6.595e-06,4.185e-06,2.707e-06
3.0625,0.1489,0.06814,0.03299,0.01668,0.008808,0.004773,0.002656,0.001511,0.0008803,0.000512,0.0003036,0.0001829,0.000114,6.929e-05,4.362e-05,2.704e-05,1.693e-05,1.073e-05,6.865e-06,4.359e-06,2.802e-06
3.125,0.1545,0.07145,0.03413,0.01773,0.009206,0.004987,0.002769,0.001557,0.0009033,0.0005323,0.0003194,0.0001918,0.0001188,7.255e-05,4.505e-05,2.812e-05,1.776e-05,1.115e-05,7.122e-06,4.53e-06,2.894e-06
3.1875,0.1608,0.07422,0.03581,0.01821,0.009486,0.005179,0.002867,0.001626,0.0009436,0.0005566,0.0003334,0.0001984,0.0001214,7.448e-05,4.651e-05,2.918e-05,1.825e-05,1.166e-05,7.423e-06,4.715e-06,3.027e-06
3.25,0.165,0.0771,0.03759,0.01899,0.009862,0.005373,0.002992,0.001708,0.0009813,0.0005768,0.0003421,0.0002094,0.000127,7.834e-05,4.839e-05,3.028e-05,1.904e-05,1.194e-05,7.697e-06,4.932e-06,3.116e-06
3.3125,0.1737,0.07968,0.03875,0.01966,0.01032,0.00562,0.003107,0.001749,0.001018,0.0005982,0.0003581,0.0002163,0.0001313,8.053e-05,5.051e-05,3.158e-05,1.995e-05,1.251e-05,7.991e-06,5.083e-06,3.236e-06
3.375,0.181,0.08324,0.0402,0.02037,0.01069,0.005747,0.003246,0.001835,0.001068,0.0006261,0.0003729,0.0002238,0.0001371,8.395e-05,5.249e-05,3.264e-05,2.079e-05,1.296e-05,8.343e-06,5.293e-06,3.36e-06
3.4375,0.1869,0.08598,0.04157,0.02107,0.01115,0.006026,0.003355,0.001908,0.001092,0.0006537,0.0003876,0.0002304,0.0001419,8.784e-05,5.433e-05,3.392e-05,2.122e-05,1.352e-05,8.593e-06,5.472e-06,3.517e-06
3.5,0.1919,0.08907,0.04354,0.02207,0.01145,0.006313,0.003471,0.001966,0.001131,0.0006733,0.0004014,0.0002427,0.0001475,9.001e-05,5.61e-05,3.519e-05,2.208e-05,1.404e-05,8.938e-06,5.673e-06,3.659e-06
