scores
0.9705338
0.96210116
0.8799204
0.39145184
0.96142346
0.70054394
0.5950224
0.9404923
0.87099993
0.8601494
0.99005884
0.015645735
0.8285251
0.4174132
0.9130909
0.34659424
0.8639159
0.93836826
0.6428075
0.64340633
0.49207157
0.9837577
0.99391174
0.79505956
0.8521511
0.99333364
0.96044135
0.97310233
0.8080709
0.97070956
0.5600153
0.6883145
0.7567925
0.81420225
0.61271
0.8354538
0.9755552
0.9791141
0.34134954
0.73567605
0.9616776
0.9783669
0.98389894
0.61083937
0.44672683
0.99451447
0.843084
0.38722906
0.9419315
0.5184905
0.89791197
0.6946162
0.7372934
0.99361295
0.95304316
0.6767354
0.94824
0.8835508
0.94438505
0.9314799
0.90255445
0.58664936
0.69916385
0.69379175
0.91626424
0.86127746
0.3782895
0.6830124
0.41567463
0.57260275
0.77528137
0.99757427
0.6545579
0.79438543
0.9207335
0.2412394
0.96126676
0.2672352
0.7214949
0.69746244
0.7257833
0.79161274
0.95541155
0.45446107
0.59271413
0.08557074
0.9775784
0.8301362
0.911169
0.6727635
0.9916821
0.40771678
0.6196959
0.9480384
0.85530156
0.85565096
0.7512389
0.98779416
0.45016274
0.9781723
0.93485636
0.9930375
0.66273975
0.8439685
0.9936725
0.90459824
0.98727846
0.8058274
0.8459159
0.8640782
0.58383125
0.9733988
0.9984523
0.9421943
0.8134787
0.48689005
0.5626944
0.83122313
0.9613966
0.46332324
0.8246648
0.92931026
0.9891557
0.9747633
0.84715265
0.47525063
0.44628173
0.96093225
0.84615403
0.99197656
0.6068769
0.83099353
0.7974535
0.9188028
0.98415977
0.9979691
0.9965689
0.9484248
0.017271493
0.5342388
0.6882887
0.31270066
0.9548419
0.6759508
0.9581032
0.704316
0.9045794
0.9721363
0.90115666
0.3614109
0.9858473
0.9891506
0.72005075
0.80977035
0.93940306
0.98954177
0.8727377
0.78974867
0.11185823
0.9433322
0.928449
0.9230384
0.9612518
0.45598975
0.42445228
0.20420837
0.8708795
0.52300566
0.7834612
0.81903046
0.23413083
0.45197752
0.30417702
0.8641397
0.9650353
0.6941077
0.70824665
0.9012323
0.58376616
0.37052357
0.78938824
0.13272312
0.13137588
0.8350456
0.82136935
0.83562857
0.77587795
0.95241594
0.86957705
0.97560465
0.98827875
0.91639537
0.46394858
0.91541237
0.7930975
0.833066
0.5398818
0.9125144
0.9962624
0.46496683
0.8629962
0.97361654
0.78157014
0.7864557
0.33661497
0.9522931
0.89745873
0.26414868
0.7047108
0.9308505
0.97711617
0.18892965
0.8402633
0.53991973
0.8618128
0.5233255
0.94662654
0.64076465
0.615008
0.9780928
0.7456813
0.354877
0.8937529
0.83817375
0.16721942
0.3112767
0.736585
0.43173912
0.5342238
0.9455992
0.5060315
0.047991287
0.8889404
0.79459274
0.40872678
0.80814075
0.9555219
0.9218989
0.9989484
0.62508076
0.83089125
0.51674426
0.9984889
0.31373736
0.60234535
0.8245063
0.61401856
0.6369164
0.49881905
0.9191041
0.36187056
0.9539595
0.45365137
0.89436203
0.6292041
0.8427986
0.9460429
0.54907393
0.24654555
0.16829118
0.25732398
0.98132837
0.9071074
0.97065216
0.59613967
0.923508
0.30659553
0.34105074
0.9115893
0.93057907
0.99454355
0.32850778
0.85129213
0.5437
0.99258184
0.5469319
0.9656403
0.095097624
0.89062613
0.75733805
0.9803115
0.01587754
0.99737084
0.783944
0.8446727
0.93129003
0.96769977
0.9951355
0.37156987
0.73923534
0.33201396
0.99802196
0.9850537
0.18510588
0.4102001
0.9391804
0.7861199
0.987767
0.8344173
0.59089476
0.9945412
0.9485267
0.98182976
0.8376831
0.9467472
0.84018356
0.9081352
0.65230775
0.75299114
0.8986047
0.887372
0.94165826
0.7365627
0.9937734
0.6517196
0.80993587
0.98433095
0.8109804
0.8692342
0.99374676
0.8517876
0.054880764
0.80174285
0.32759243
0.55611444
0.80364925
0.9656834
0.98589885
0.8867932
0.99428684
0.97459847
0.89646333
0.99976844
0.5670456
0.88457835
0.81645083
0.43444517
0.09172977
0.79033077
0.9691066
0.93918836
0.74365073
0.7768347
0.9263855
0.83538437
0.9587895
0.7009388
0.98919463
0.9548866
0.9849754
0.79604167
0.9983176
0.65659046
0.3877413
0.87337893
0.20395258
0.9552539
0.9833456
0.9958397
0.9773521
0.8607865
0.35969388
0.6319089
0.83064735
0.8788894
0.99248064
0.9998344
0.99700814
0.6059818
0.94290817
0.93610907
0.5280022
0.884554
0.1899139
0.9740132
0.70588
0.8703108
0.9893394
0.97274685
0.8102565
0.28604248
0.89908135
0.8585331
0.9493672
0.96573037
0.6677049
0.23507263
0.74336284
0.5156362
0.27493536
0.9229718
0.75470847
0.6443429
0.39309296
0.76109785
0.90671736
0.9836533
0.9264561
0.23887134
0.79158735
0.32482386
0.9540403
0.8183955
0.8299785
0.96540445
0.89730227
0.40053374
0.9790198
0.45127198
0.67072964
0.86361146
0.91458106
0.32174724
0.1183526
0.9264572
0.87345093
0.9828311
0.050598115
0.31471768
0.85367703
0.98364335
0.95419794
0.59032
0.89501625
0.92105347
0.30856052
0.9225847
0.84858507
0.8662927
0.7302003
0.7863535
0.9867589
0.9664927
0.599814
0.76052284
0.59868896
0.9649687
0.90402055
0.9250014
0.124858364
0.8947936
0.87202847
0.91258377
0.7307288
0.9589465
0.9843387
0.9377566
0.04985636
0.56128716
0.980185
0.85878134
0.9924954
0.42450103
0.917309
0.8794381
0.7468279
0.6115489
0.94395405
0.99618065
0.7424798
0.8278299
0.9874915
0.8459344
0.90900546
0.9875745
0.85676813
0.6513398
0.3440423
0.8550249
0.8840582
0.95690095
0.8300103
0.84320676
0.78355134
0.92827207
0.9644975
0.92480606
0.92549294
0.7223764
0.1581116
0.6692531
0.7377388
0.89590794
0.37609136
0.7860743
0.7750724
0.7949367
0.8089631
0.95065683
0.91042614
0.99613875
0.1747822
0.8956002
0.9614958
0.9160441
0.92213845
0.71784484
0.9783764
0.7502226
0.8791524
0.9695579
0.5356906
0.56960803
0.8115164
0.9750489
0.813475
0.35370988
0.71477586
0.8415552
0.93929976
0.956762
0.9892295
0.8329458
0.5665927
0.24810863
0.8558221
0.15075998
0.62262034
0.9495119
0.11663937
0.069167264
0.55079347
0.027500127
0.6826817
0.8134809
0.6848062
0.75738
0.94756746
0.040191866
0.78750914
0.975742
0.9916646
0.89419585
0.9436549
0.943503
0.29483727
0.95694065
