,1000,1500,2000,2500,3000,3500
0.5,0.07306666666666667,0.07338,0.07283333333333333,0.07247333333333333,0.07159333333333333,0.07071333333333334
1.5,0.08472,0.08632666666666666,0.08465333333333333,0.084,0.08166666666666667,0.07949333333333333
2.5,0.08529333333333333,0.08696666666666666,0.08839333333333334,0.08918,0.08944,0.08920666666666667
3.5,0.0846,0.08624666666666667,0.08734666666666667,0.08582666666666666,0.08620666666666667,0.08532
