,1000,1125,1250,1375,1500,1625,1750,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3375,3500
0.5,0.0002883,0.0001952,0.0001275,9.027e-05,6.373e-05,4.742e-05,3.558e-05,2.741e-05,1.99e-05,1.685e-05,1.341e-05,1.081e-05,8.614e-06,7.27e-06,6.057e-06,5.132e-06,4.278e-06,3.647e-06,3.1e-06,2.732e-06,2.36e-06
0.5625,0.0004727,0.0003069,0.0002062,0.0001398,0.0001021,7.491e-05,5.523e-05,4.307e-05,3.306e-05,2.675e-05,2.087e-05,1.735e-05,1.402e-05,1.153e-05,9.753e-06,8.205e-06,6.714e-06,5.85e-06,5.08e-06,4.289e-06,3.739e-06
0.625,0.0007353,0.0004712,0.0003164,0.000219,0.0001479,0.0001127,8.687e-05,6.61e-05,5.03e-05,4.048e-05,3.26e-05,2.511e-05,2.141e-05,1.771e-05,1.504e-05,1.238e-05,1.028e-05,8.91e-06,7.656e-06,6.563e-06,5.649e-06
0.6875,0.001073,0.000672,0.0004597,0.0003198,0.0002286,0.0001686,0.0001223,9.538e-05,6.863e-05,5.924e-05,4.794e-05,3.775e-05,3.171e-05,2.605e-05,2.2e-05,1.826e-05,1.546e-05,1.302e-05,1.127e-05,9.673e-06,8.439e-06
0.75,0.001487,0.0009524,0.000653,0.0004514,0.000326,0.0002385,0.000176,0.0001369,0.0001029,8.141e-05,6.656e-05,5.418e-05,4.425e-05,3.693e-05,3.085e-05,2.545e-05,2.155e-05,1.832e-05,1.633e-05,1.367e-05,1.202e-05
0.8125,0.002058,0.001309,0.0008858,0.0006103,0.0004415,0.0003337,0.0002502,0.0001881,0.0001456,0.0001169,9.322e-05,7.507e-05,6.245e-05,5.047e-05,4.173e-05,3.429e-05,3.011e-05,2.585e-05,2.196e-05,1.908e-05,1.635e-05
0.875,0.002785,0.001802,0.00119,0.0008318,0.0006029,0.0004393,0.0003356,0.0002549,0.0001995,0.000148,0.0001239,0.0001011,8.273e-05,6.894e-05,5.711e-05,4.778e-05,3.8e-05,3.447e-05,2.972e-05,2.488e-05,2.198e-05
0.9375,0.003691,0.002377,0.001481,0.001113,0.0008079,0.0005781,0.00044,0.00033,0.0002575,0.0002067,0.0001643,0.0001331,0.0001063,8.57e-05,7.507e-05,6.355e-05,5.381e-05,4.523e-05,3.901e-05,3.4e-05,2.861e-05
1.0,0.00475,0.002962,0.002027,0.001389,0.001036,0.0007577,0.0005557,0.0004346,0.0003316,0.0002659,0.0002138,0.0001745,0.0001409,0.0001177,9.698e-05,8.249e-05,6.884e-05,5.778e-05,4.981e-05,4.381e-05,3.76e-05
1.0625,0.006165,0.00388,0.002583,0.001787,0.001302,0.0009673,0.0007151,0.0005556,0.0004365,0.0003337,0.0002698,0.0002222,0.0001792,0.0001475,0.0001242,0.0001041,8.896e-05,7.503e-05,6.429e-05,5.485e-05,4.75e-05
1.125,0.007635,0.004931,0.003339,0.002284,0.001649,0.001206,0.0009044,0.0006756,0.0005446,0.000424,0.0003393,0.0002626,0.0002214,0.0001874,0.0001525,0.0001288,0.0001103,9.359e-05,7.949e-05,7.016e-05,6.009e-05
1.1875,0.009513,0.005945,0.004061,0.002826,0.00198,0.001517,0.001121,0.0008692,0.0006675,0.0005282,0.0004188,0.0003402,0.0002768,0.0002316,0.0001927,0.0001538,0.0001359,0.0001159,0.0001002,8.684e-05,7.387e-05
1.25,0.01141,0.007547,0.004946,0.003489,0.002535,0.001846,0.001381,0.001068,0.0008281,0.0006535,0.0005243,0.0004213,0.0003238,0.0002663,0.000238,0.000199,0.0001664,0.0001427,0.0001223,0.0001066,8.977e-05
1.3125,0.01407,0.009011,0.006095,0.004237,0.003041,0.002143,0.001676,0.001259,0.001017,0.0007966,0.0006373,0.0005205,0.0004196,0.0003535,0.0002847,0.0002395,0.0002033,0.0001721,0.0001474,0.0001278,0.0001109
1.375,0.01708,0.01125,0.007345,0.00516,0.003528,0.002637,0.002036,0.001555,0.001209,0.0009488,0.0007706,0.0006035,0.0005018,0.0004195,0.0003537,0.0002872,0.0002498,0.0002077,0.0001808,0.0001559,0.0001361
1.4375,0.02065,0.01329,0.008767,0.006119,0.004381,0.003249,0.002429,0.001866,0.00145,0.001149,0.0009225,0.0006755,0.0005895,0.0004845,0.0004104,0.0003464,0.0002933,0.0002513,0.0002139,0.0001825,0.0001612
1.5,0.02374,0.01566,0.01042,0.007141,0.005217,0.003795,0.002869,0.002177,0.001691,0.001354,0.001075,0.0008823,0.0007144,0.0005571,0.0004674,0.0004083,0.0003528,0.0002955,0.0002579,0.0002156,0.0001884
1.5625,0.02817,0.01775,0.01217,0.008673,0.005518,0.004458,0.003374,0.002568,0.00201,0.001595,0.001226,0.0009943,0.0008494,0.0006926,0.0005887,0.0004917,0.0004133,0.0003473,0.0002953,0.0002588,0.0002088
1.625,0.03201,0.0214,0.01455,0.01006,0.007005,0.005289,0.003927,0.003049,0.002254,0.001853,0.001495,0.001216,0.0009775,0.0008038,0.0006807,0.0005569,0.0004712,0.0004143,0.0003507,0.0003046,0.0002584
1.6875,0.03874,0.02531,0.01676,0.01158,0.008337,0.006197,0.00461,0.003505,0.002736,0.002184,0.001737,0.001403,0.001174,0.0009056,0.0007774,0.0006577,0.0005557,0.0004749,0.0004004,0.0003497,0.0003052
1.75,0.04452,0.0291,0.0189,0.01335,0.009559,0.007168,0.005288,0.004063,0.003187,0.002528,0.002014,0.001618,0.001345,0.001106,0.0009156,0.0007579,0.0006499,0.0005486,0.0004756,0.0004112,0.0003479
1.8125,0.05128,0.03322,0.02237,0.01533,0.01109,0.008073,0.006096,0.004674,0.003708,0.002922,0.002265,0.001893,0.00154,0.001171,0.001066,0.000891,0.0007432,0.0006339,0.0005464,0.0004687,0.0004
