,1000,1500,2000,2500,3000,3500
0.5,0.0032228571428571428,0.0031828571428571427,0.0034514285714285714,0.003457142857142857,0.0034933333333333335,0.00372
1.5,0.00414,0.0038466666666666666,0.0034857142857142856,0.0034342857142857144,0.00332,0.003457142857142857
2.5,0.005626666666666667,0.00446,0.0041333333333333335,0.00354,0.0036466666666666665,0.00336
3.5,0.00662,0.006566666666666667,0.00586,0.004853333333333334,0.004,0.003946666666666667
